Address;Type;Title;Charset;Description
https://www.inspq.qc.ca/;text/html;INSPQ | Institut national de santé publique du Québec | Centre d'expertise et de référence en santé publique au Québec;utf-8;"Institut national de santé publique du Québec | Centre d&#039;expertise et de référence en santé publique au Québec"
https://www.inspq.qc.ca/en;;English;utf-8;
https://www.inspq.qc.ca/es;;Español;utf-8;
https://www.inspq.qc.ca/offres-d-emploi;;<span>Offres d'emploi</span>;utf-8;
https://www.inspq.qc.ca/rss;;"<img alt=""RSS"" src=""/sites/default/files/images/icones/rss-bleu.png"" title=""RSS"" />";utf-8;
https://www.inspq.qc.ca/institut;;"                 L&#039;Institut                      ";utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous;;                 Qui sommes-nous?                      ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/nos-valeurs;;                 Nos valeurs                      ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/nos-trois-poles-d-expertise;;"                 Nos trois pôles d&#039;expertise                      ";utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/nos-produits-et-services;;                 Nos produits et services                      ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/nos-clients;;                 Nos clients                      ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/notre-histoire;text/html;Célébrons notre expertise | INSPQ;utf-8;"Cette année, l&#039;INSPQ célèbre son expertise! Nous soulignons les 20 ans de l&#039;Institut, les 45 ans du Centre de toxicologie et les 125 ans du Laboratoire de santé publique. À l’occasion de cet"
https://www.inspq.qc.ca/l-institut/qui-sommes-nous/celebrons-notre-expertise/ligne-du-temps;;                 Ligne du temps                      ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/organigramme;text/html;Organigramme | INSPQ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/conseil-d-administration;;"                 Conseil d&#039;administration                      ";utf-8;
https://www.inspq.qc.ca/institut/documents-organisationnels;text/html;Documents institutionnels | INSPQ;utf-8;Rapport annuel de gestion 2020-2021 Le rapport annuel de gestion de l’Institut national de santé publique du Québec pour l’exercice qui s’est terminé le 31 mars 2021 revêt une signification toute
https://www.inspq.qc.ca/publications/2803/faits-saillants;;                 Faits saillants du rapport annuel de gestion 2020-2021                      ;utf-8;
https://www.inspq.qc.ca/institut/qui-sommes-nous/zoom-sur-notre-expertise;;                 Zoom sur notre expertise                      ;utf-8;
https://www.inspq.qc.ca/institut/diffusion-de-l-information;;"                 Diffusion de l&#039;information                      ";utf-8;
https://www.inspq.qc.ca/institut/diffusion-de-l-information/demandes-d-acces-a-l-information;;"                 Demandes d&#039;accès à l&#039;information                      ";utf-8;
https://www.inspq.qc.ca/institut/diffusion-de-l-information/divulgation-des-depenses;;                 Divulgation des dépenses                      ;utf-8;
https://www.inspq.qc.ca/institut/diffusion-de-l-information/documents-deposes;;"                 Documents déposés à l&#039;Assemblée Nationale                      ";utf-8;
https://www.inspq.qc.ca/institut/diffusion-de-l-information/inventaire-des-fichiers-de-renseignements-personnels;;                 Inventaire des fichiers de renseignements personnels                      ;utf-8;
https://www.inspq.qc.ca/programmation;;                 Programmation scientifique                      ;utf-8;
https://www.inspq.qc.ca/programmation-2017-2020;;                 Programmation scientifique 2017-2020                      ;utf-8;
https://www.inspq.qc.ca/publications/2710;;                 Programmation scientifique 2020-2021                      ;utf-8;
https://www.inspq.qc.ca/publications/2824;;                 Programmation scientifique 2021-2022                      ;utf-8;
https://www.inspq.qc.ca/ethique;;                 Éthique et santé publique                      ;utf-8;
https://www.inspq.qc.ca/ethique/veille-documentaire;;"                 Veille de l&#039;équipe-conseil en éthique                      ";utf-8;
https://www.inspq.qc.ca/cesp;;"                 Comité d&#039;éthique de santé publique                      ";utf-8;
https://www.inspq.qc.ca/institut/collaboration-internationale;;                 Collaboration internationale                      ;utf-8;
https://www.inspq.qc.ca/institut/developpement-des-competences;;                 Développement des compétences                      ;utf-8;
https://www.inspq.qc.ca/developpement-competences/ressources;text/html;                 Ressources en développement des compétences                      ;utf-8;
https://www.inspq.qc.ca/developpement-competences/ressources/formations;;                 Formations                      ;utf-8;
https://www.inspq.qc.ca/developpement-competences/ressources/communautes-pratique;;                 Communautés de pratique                      ;utf-8;
https://www.inspq.qc.ca/developpement-competences/ressources/referentiels;;                 Référentiels de compétences                      ;utf-8;
https://www.inspq.qc.ca/developpement-competences/ressources/references;;                 Références en santé publique                      ;utf-8;
https://www.inspq.qc.ca/evaluation-et-gestion-des-risques;;                 Évaluation et gestion des risques                      ;utf-8;
https://www.inspq.qc.ca/evaluation-et-gestion-des-risques/la-gestion-des-risques-en-sante-publique-au-quebec-cadre-de-reference;text/html;La gestion des risques en santé publique au Québec : cadre de référence | INSPQ;utf-8;La gestion des risques en santé publique au Québec : cadre de référence Version PDF La gestion des risques à la santé de la population, c’est … une responsabilité de santé publique Au Québec, la
https://www.inspq.qc.ca/evaluation-et-gestion-des-risques/capsule-interactive;text/html;Capsule interactive d'introduction au cadre de référence de gestion des risques en santé publique | INSPQ;utf-8;Cette capsule fait un tour d’horizon des principaux aspects liés à l’évaluation et à la gestion des risques en santé publique au Québec. Elle permet une plus grande familiarisation avec le cadre de
https://www.inspq.qc.ca/bulletin-politiques-publiques-et-sante;;                 Politiques publiques et santé                      ;utf-8;
https://www.inspq.qc.ca/eis;;                 Évaluation d’impact sur la santé                      ;utf-8;
https://www.inspq.qc.ca/eis/formation-outils-connaissances;;                 Formation, outils et connaissances                      ;utf-8;
https://www.inspq.qc.ca/eis/publications-utiles;;                 Répertoire de publications utiles pour effectuer  l’analyse des impacts sur la santé                      ;utf-8;
https://www.inspq.qc.ca/eis/eis-quebec-municipal;;                 EIS réalisées au Québec à l’échelle municipale                      ;utf-8;
https://www.inspq.qc.ca/institut/transfert-des-connaissances;;                 Transfert des connaissances                      ;utf-8;
https://www.inspq.qc.ca/institut/transfert-des-connaissances/animer-un-processus-de-transfert-des-connaissances;;"                 Animer un processus de transfert des connaissances : bilan des connaissances et outil d&#039;animation                      ";utf-8;
https://www.inspq.qc.ca/institut/transfert-des-connaissances/communautes-de-pratique;;                 Communautés de pratique                      ;utf-8;
https://www.inspq.qc.ca/institut/transfert-des-connaissances/communaute-de-pratique;;                 Communauté de pratique en transfert des connaissances                      ;utf-8;
https://www.inspq.qc.ca/institut/transfert-des-connaissances/communaute-de-pratique/production;;                 Production de la communauté de pratique                      ;utf-8;
https://www.inspq.qc.ca/emplois;;                 Emplois                      ;utf-8;
https://www.inspq.qc.ca/emplois/conditions-de-travail;text/html;Nos conditions de travail | INSPQ;utf-8;Chez nous, l’équilibre travail-vie personnelle, c’est plus qu’un concept : c’est une philosophie de gestion! Fièrement certifié Entreprise en santé – Élite Certifié Entreprise en santé élite, l’INSPQ
https://www.inspq.qc.ca/institut/centres-de-documentation;text/html;Centres de documentation | INSPQ;utf-8;Les deux centres de documentation sont situés aux adresses ci-dessous. Ils sont ouverts au public uniquement sur rendez-vous. Veuillez noter ce qui suit : Pour obtenir des informations au sujet des
https://www.inspq.qc.ca/institut/nous-joindre;;                 Nous joindre                      ;utf-8;
https://www.inspq.qc.ca/institut/nous-joindre/lieux-de-travail;;                 Lieux de travail                      ;utf-8;
https://www.inspq.qc.ca/institut/nous-joindre/gestion-des-plaintes-contrats-publics;;                 Gestion des plaintes – Contrats publics                      ;utf-8;
https://www.inspq.qc.ca/institut/centre-de-presse;;                 Centre de presse                      ;utf-8;
https://www.inspq.qc.ca/expertises;;                 Expertises                      ;utf-8;
https://www.inspq.qc.ca/developpement-des-personnes-et-des-communautes;;                 Développement des personnes et des communautés                      ;utf-8;
https://www.inspq.qc.ca/perinatalite-et-petite-enfance;;                 Périnatalité et petite enfance                      ;utf-8;
https://www.inspq.qc.ca/developpement-des-jeunes-enfants;;                 Développement des jeunes enfants                      ;utf-8;
https://www.inspq.qc.ca/developpement-des-jeunes-enfants/colloque-se-mobiliser-et-agir-pour-le-developpement-des-jeunes-enfants;;                 Colloque : Se mobiliser et agir pour le développement des jeunes enfants                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre;;                 Mieux vivre avec notre enfant de la grossesse à deux ans                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/grossesse;;                 Grossesse                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/accouchement;;                 Accouchement                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/bebe;;                 Bébé                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/alimentation;;                 Alimentation                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/sante;;                 Santé                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/famille;;                 Famille                      ;utf-8;
https://www.inspq.qc.ca/mieux-vivre/informations-utiles;;                 Informations utiles                      ;utf-8;
https://www.inspq.qc.ca/information-perinatale;;"                 Portail d&#039;information périnatale                      ";utf-8;
https://www.inspq.qc.ca/information-perinatale/fiches;text/html;Les fiches | Information périnatale | INSPQ;utf-8;Accouchement du siège AVAC Activité physique et mieux-être Adaptation à la parentalité Alcool Alimentation et gain de poids Allaitement Césarienne Décès et deuil périnatal Déclenchement du travail
